COL_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;Partido Socialista;;;;;;;;;x;;;;
COS_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x;;;;
COS_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x;;;;
COS_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;Partido Conservador;;;;;;;;;x;;;;
COS_conservative_2;Partido de Unión Nacional;Partido de Unión Nacional;Partido de Unión Nacional;;Partido de Unión Nacional;;;;;;;;;x;;;;
COS_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x;;;;
COS_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x;;;;
COS_reactionary;Partido Nacionalista;Partido nationaliste;Partido Nationalist;;Partido Nacionalista;;;;;;;;;x;;;;
COS_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
CRE_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
CRE_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
CRE_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
CRE_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
CRE_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
CRE_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
CRE_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
CRI_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
CRI_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
CRI_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
CRI_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
CRI_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
CRI_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
CRI_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
CRO_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
CRO_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
CRO_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
CRO_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
CRO_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
CRO_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
CSA_anarcho_liberal;Democrats;Democrates;Democrats;;Demócratas;;;;;;;;;x;;;;
CSA_communist;Communists;Communistes;Communists;;Comunistas;;;;;;;;;x;;;;
CSA_conservative;Whigs;Whigs;Whigs;;Whigs;;;;;;;;;x;;;;
CSA_fascist;Fascists;Fascistes;Fascists;;Fascistas;;;;;;;;;x;;;;
CSA_liberal;Democratic Party;Parti démocratique;Democratic Party;;Partido Democrático;;;;;;;;;x;;;;
CSA_liberal_2;Whig Party;Parti Whig;Whig Party;;Partido Whig;;;;;;;;;x;;;;
CSA_liberal_3;Populist Party;Parti populiste;Populist Party;;Partido Populista;;;;;;;;;x;;;;
CSA_reactionary;New America Party;Nouveau parti américain;New America Party;;Partido de la Nueva América;;;;;;;;;x;;;;
CSA_socialist;Brothers of the Revolution;Frères de la Révolution;Brothers of the Revolution;;Hermanos de la Revolución;;;;;;;;;x;;;;
CRO_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
CUB_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x;;;;
CUB_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x;;;;
CUB_conservative;Conservadores;Conservadores;Conservadores;;Conservadores;;;;;;;;;x;;;;
CUB_conservative_2;Partido Moderado;Partido Moderado;Partido Moderado;;Partido Moderado;;;;;;;;;x;;;;
CUB_conservative_3;Partido Conservador;Partido Conservador;Partido Conservador;;Partido Conservador;;;;;;;;;x;;;;
CUB_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x;;;;
CUB_liberal;Liberales;Liberales;Liberales;;Liberales;;;;;;;;;x;;;;
CUB_liberal_2;Revolucionario Cubano;Revolucionario Cubano;Revolucionario Cubano;;Revolucionario Cubano;;;;;;;;;x;;;;
CUB_liberal_3;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x;;;;
CUB_reactionary;Realistas;Realistas;Realistas;;Realistas;;;;;;;;;x;;;;
CUB_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
CYP_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
CYP_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
CYP_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
CYP_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
CYP_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
CYP_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
CYP_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
CZH_anarcho_liberal;Ceska strana libertarianismus;Ceska strana libertarianismus;Ceska Strana Libertarianismus;;Ceska strana libertarianismus;;;;;;;;;x
CZH_communist;KSC;KSC;KSC;;KSC;;;;;;;;;x
CZH_conservative;CSL;CSL;CSL;;CSL;;;;;;;;;x
CZH_fascist;CNSP;CNSP;CNSP;;CNSP;;;;;;;;;x
CZH_liberal;RSZML;RSZML;RSZML;;RSZML;;;;;;;;;x
CZH_reactionary;CsND;CsND;CsND;;CsND;;;;;;;;;x
CZH_socialist;CSSD;CSSD;CSSD;;CSSD;;;;;;;;;x
DAI_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
DAI_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
DAI_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
DAI_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
DAI_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
DAI_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
DAI_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
DAN_anarcho_liberal;Radikale-Venstre;Radikale-Venstre;Radikale-Venstre;;Radikale-Venstre;;;;;;;;;x;;;;
DAN_communist;Communists;Communistes;Kommunisten;;Comunistas;;;;;;;;;x;;;;
DAN_conservative;Højre;Højre;Højre;;Højre;;;;;;;;;x;;;;
DAN_fascist;Fascists;Fascistes;Faschisten;;Fascistas;;;;;;;;;x;;;;
DAN_liberal;Venstre;Venstre;Venstre;;Venstre;;;;;;;;;x;;;;
DAN_liberal_2;National-liberale;National-liberale;National-liberale;;National-liberale;;;;;;;;;x;;;;
DAN_reactionary;Konge Partiet;Konge Partiet;Kongepartiet;;Konge Partiet;;;;;;;;;x;;;;
DAN_socialist;Socialdemokratiet;Socialdemokratiet;Socialdemokratiet;;Socialdemokratiet;;;;;;;;;x;;;;
DDR_anarcho_liberal;Libertarian Partei;Partido Federalista;Partido Federalista;;;Partido Federalista;;;;;;;;x;;;;
DDR_conservative;Konservative Partei;Partido Conservador;Partido Conservador;;;Partido Conservador;;;;;;;;x;;;;
DDR_conservative_2;Konservative Partei;Partido Conservador;Partido Conservador;;;Partido Conservador;;;;;;;;x;;;;
DDR_conservative_3;Christlich-soziale Partei;Partido Conservador;Partido Conservador;;;Partido Conservador;;;;;;;;x;;;;
DDR_communist;Kommunistische Partei;Partido communiste;Partido Communist;;;Partido Comunista;;;;;;;;x;;;;
DDR_fascist;Patriot Partei;Partido fasciste;Partido Fascist;;;Partido Fascista;;;;;;;;x;;;;
DDR_liberal;Liberale Partei;Partido Progresista;Partido Progresista;;;Partido Progresista;;;;;;;;x;;;;
DDR_liberal_2;Nationalliberale Partei;Partido Progresista;Partido Progresista;;;Partido Progresista;;;;;;;;x;;;;
DDR_liberal_3;Freisinnige Partei;Partido Progresista;Partido Progresista;;;Partido Progresista;;;;;;;;x;;;;
DDR_reactionary;Volks Partei;Partido Imperialista;Partido Imperialista;;;Partido Imperialista;;;;;;;;x;;;;
DDR_socialist;Arbeiterpartei;Partido socialiste;Partido Socialist;;;Partido Socialista;;;;;;;;x;;;;
DDR_socialist_2;Sozialdemokratische Arbeiterpartei;Partido socialiste;Partido Socialist;;;Partido Socialista;;;;;;;;x;;;;
DDR_socialist_3;Sozialistische Arbeiterpartei;Partido socialiste;Partido Socialist;;;Partido Socialista;;;;;;;;x;;;;
DES_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x;;;;
DES_communist;Communist Party;Parti communiste ;Communist Party;;Partido Comunista;;;;;;;;;x;;;;
DES_conservative;Union Party;Parti syndical;Union Party;;Partido de la Unión;;;;;;;;;x;;;;
DES_fascist;Fascist Party;Parti fasciste;Fascist Party;;Partido Fascista;;;;;;;;;x;;;;
DES_liberal;Liberal Party;Parti libéral;Liberal Party;;Partido Liberal;;;;;;;;;x;;;;
DES_reactionary;Mormon People's Party;Parti des Mormons;Mormon People's Party;;Partido del Pueblo Mormón;;;;;;;;;x;;;;
DES_socialist;Socialist Party;Parti socialiste;Socialist Party;;Partido Socialista;;;;;;;;;x;;;;
DOM_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x;;;;
DOM_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x;;;;
DOM_conservative;Conservadores;Conservadores;Conservadores;;Conservadores;;;;;;;;;x;;;;
DOM_conservative_2;Trinitarios;Trinitarios;Trinitarios;;Trinitarios;;;;;;;;;x;;;;
DOM_conservative_3;Partido Rojo;Partido Rojo;Partido Rojo;;Partido Rojo;;;;;;;;;x;;;;
DOM_conservative_4;Horacistas;Horacistas;Horacistas;;Horacistas;;;;;;;;;x;;;;
DOM_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x;;;;
DOM_liberal;Liberales;Liberales;Liberales;;Liberales;;;;;;;;;x;;;;
DOM_liberal_2;Partido Azúl;Partido Azúl;Partido Azúl;;Partido Azul;;;;;;;;;x;;;;
DOM_liberal_3;Partido Restaurador;Partido Restaurador;Partido Restaurador;;Partido Restaurador;;;;;;;;;x;;;;
DOM_liberal_4;Partido Verde;Partido Verde;Partido Verde;;Partido Verde;;;;;;;;;x;;;;
DOM_liberal_5;Jimenistas;Jimenistas;Jimenistas;;Jimenistas;;;;;;;;;x;;;;
DOM_reactionary;Partido Nacionalista;Partido nationaliste;Partido Nationalist;;Partido Nacionalista;;;;;;;;;x;;;;
DOM_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
DUR_anarcho_liberal;Hezb-e-Paiwand Mili;x;;;;;;;;;;;;
DUR_communist;Hizb-e Mardum-e Afghanistan;x;;;;;;;;;;;;
DUR_conservative;Hezbi Jumhori Durrani;x;;;;;;;;;;;;
DUR_fascist;Hizb ut-Tahrir;x;;;;;;;;;;;;
DUR_liberal;Hizbe Azadikhwai Durrani;x;;;;;;;;;;;;
DUR_reactionary;Hezb-e-Mahaz-e-Mili Islami;x;;;;;;;;;;;;
DUR_socialist;Durrani Mellat;x;;;;;;;;;;;;
DZG_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x;;;;
DZG_communist;Communist Arbeiterparei;Arbeiterparei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterparei;;;;;;;;;x;;;;
DZG_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
DZG_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;
DZG_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;
DZG_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x;;;;
DZG_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
DZG_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
DZG_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
DZG_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
DZG_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
DZG_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
DZG_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
ECU_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x;;;;
ECU_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x;;;;
ECU_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;Partido Conservador;;;;;;;;;x;;;;
ECU_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x;;;;
ECU_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x;;;;
ECU_liberal_2;Partido Liberal Radical;Partido Liberal Radical;Partido Liberal Radical;;Partido Liberal Radical;;;;;;;;;x;;;;
ECU_liberal_3;Partido Progresista;Partido Progresista;Partido Progresista;;Partido Progresista;;;;;;;;;x;;;;
ECU_liberal_4;Unión Republicana;Unión Republicana;Unión Republicana;;Unión Republicana;;;;;;;;;x;;;;
ECU_reactionary;Partido Jesuítico;Partido Jesuítico;Partido Jesuítico;;Partido Jesuítico;;;;;;;;;x;;;;
ECU_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
EGY_anarcho_liberal;Radical Faction;Faction radicale;Radikale Fraktion;;Facción radical;;;;;;;;;x;;;;
EGY_communist;Communist Faction;Faction communiste;Kommunistische Fraktion;;Facción comunista;;;;;;;;;x;;;;
EGY_conservative;Majlis Al-Shura;Majlis Al-Shura;Majlis Al-Shura;;Majlis Al-Shura;;;;;;;;;x;;;;
EGY_conservative_2;al-Hizb al-Watani;al-Hizb al-Watani;al-Hizb al-Watani;;al-Hizb al-Watani;;;;;;;;;x;;;;
EGY_fascist;Fascist Faction;Faction fasciste;Faschistische Faction;;Facción fascista;;;;;;;;;x;;;;
EGY_liberal;Majlis Shurat Al-Nuwwab;Majlis Shurat Al-Nuwwab;Majlis Shurat Al-Nuwwab;;Majlis Shurat Al-Nuwwab;;;;;;;;;x;;;;
EGY_liberal_2;al-Hizb al-Umma;al-Hizb al-Umma;al-Hizb al-Umma;;al-Hizb al-Umma;;;;;;;;;x;;;;
EGY_reactionary;Urabist Faction;Faction urabiste;Urabist Faction;;Facción urabista;;;;;;;;;x;;;;
EGY_socialist;Socialist Faction;Faction socialiste;Sozialistische Fraktion;;Facción socialista;;;;;;;;;x;;;;
ELS_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x;;;;
ELS_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x;;;;
ELS_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;Partido Conservador;;;;;;;;;x;;;;
ELS_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x;;;;
ELS_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x;;;;
ELS_reactionary;Partido Nacionalista;Partido nationaliste;Partido Nationalist;;Partido Nacionalista;;;;;;;;;x;;;;
ELS_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x;;;;
ENG_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x;;;;
ENG_communist;Communist Party;Parti communiste ;Communist Party;;Partido Comunista;;;;;;;;;x;;;;
ENG_conservative;Conservative Party;Parti conservateur;Conservative Party;;Partido conservador;;;;;;;;;x;;;;
ENG_fascist;British Union of Fascists;Union britannique des fascistes;British Union of Fascists;;Unión Británica de Fascistas;;;;;;;;;x;;;;
ENG_liberal;Whig Party;Parti Whig;Whig Party;;Partido Whig;;;;;;;;;x;;;;
ENG_liberal_2;Liberal Party;Parti libéral;Liberal Party;;Partido Liberal;;;;;;;;;x;;;;
ENG_reactionary;Tory Party;Parti Tory;Tory Party;;Partido Nacionalista;;;;;;;;;x;;;;
ENG_socialist;Labour Party;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;x;;;;
ENL_anarcho_liberal;Anarchist Party;;;;;;x
ENL_communist;Communist Party;;;;;;x
ENL_conservative;Conservative Party;;;;;;x
ENL_fascist;Fascist Party;;;;;;x
ENL_liberal;Liberal Party;;;;;;x
ENL_liberal_2;Liberal Party;;;;;;x
ENL_socialist;Labour Party;;;;;;x
ENL_reactionary;Tory Party;;;;;;x
EST_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
EST_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
EST_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
EST_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
EST_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
EST_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
EST_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
ETH_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;x;;;;
ETH_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;x;;;;
ETH_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;x;;;;
ETH_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;x;;;;
ETH_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;x;;;;
ETH_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;x;;;;
ETH_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;x;;;;
FIN_anarcho_liberal;Aktivistinen vastustuspuolue;Aktivistinen vastustuspuolue;Aktivistinen vastustuspuolue;;Aktivistinen vastustuspuolue;;;;;;;;;x;;;;
FIN_communist;Punakaarti;Punakaarti;Punakaarti;;Punakaarti;;;;;;;;;x;;;;
FIN_conservative;Suomalainen puolue;Suomalainen puolue;Suomalainen puolue;;Suomalainen puolue;;;;;;;;;x;;;;
FIN_conservative_2;Svenska partiet;Svenska partiet;Svenska partiet;;Svenska partiet;;;;;;;;;x;;;;
FIN_conservative_3;Maalaisliitto;Maalaisliitto;Maalaisliitto;;Maalaisliitto;;;;;;;;;x;;;;
FIN_conservative_4;Svenska folkpartiet;Svenska folkpartiet;Svenska folkpartiet;;Svenska folkpartiet;;;;;;;;;x;;;;
FIN_fascist;Fascists;Fascistes;Faschisten;;Fascistas;;;;;;;;;x;;;;
FIN_liberal;Nuorsuomalaiset;Nuorsuomalaiset;Nuorsuomalaiset;;Nuorsuomalaiset;;;;;;;;;x;;;;
FIN_liberal_2;Edistyspuolue;Edistyspuolue;Edistyspuolue;;Edistyspuolue;;;;;;;;;x;;;;
FIN_liberal_3;Liberaler;Liberaler;Liberaler;;Liberaler;;;;;;;;;x;;;;
FIN_reactionary;Kokoomus;Kokoomus;Kokoomus;;Kokoomus;;;;;;;;;x;;;;
FIN_reactionary_2;Vikingar;Vikingar;Vikingar;;Vikingar;;;;;;;;;x;;;;
FIN_socialist;Sosiaalidemokraatit;Sosiaalidemokraatit;Sosiaalidemokraatit;;Sosiaalidemokraatit;;;;;;;;;x;;;;
FLA_anarcho_liberal;Radical Partij;Radical Partij;Radical Partij;;Radical Partji;;;;;;;;;x;;;;
FLA_communist;Communist Partij;Partij communiste;Communist Partij;;Communist Partji;;;;;;;;;x;;;;
FLA_conservative;Katholieke Partij;Katholieke Partij;Katholieke Partij;;Katholieke Partij;;;;;;;;;x;;;;
FLA_conservative_2;Christene Volkspartij;Christene Volkspartij;Christene Volkspartij;;Christene Volkspartij;;;;;;;;;x;;;;
FLA_fascist;Fascist Partij;Partij fasciste;Fascist Partij;;Fascist Partji;;;;;;;;;x;;;;
FLA_liberal;Liberale Partij;Liberale Partij;Liberale Partij;;Liberale Partij;;;;;;;;;x;;;;
FLA_reactionary;Nationalist Partij;Partij nationaliste;Nationalist Partij;;Nationalist Partij;;;;;;;;;x;;;;
FLA_socialist;Werkliedenpartij;Werkliedenpartij;Werkliedenpartij;;Werkliedenpartij;;;;;;;;;x;;;;
FRA_anarcho_liberal;Républicain radical;Républicain radical;Républicain radical;;Républicain radical;;;;;;;;;x;;;;
FRA_communist;Parti Ouvrier Français;Parti communiste français;Parti Ouvrier Français;;Parti Ouvrier Français;;;;;;;;;x;;;;
FRA_conservative;Républicain modéré;Républicain modéré;Républicain modéré;;Républicain modéré;;;;;;;;;x;;;;
FRA_conservative_2;Républicain;Républicain;Républicain;;Républicain;;;;;;;;;x;;;;
FRA_conservative_3;Bonapartiste;Bonapartiste;Bonapartiste;;Bonapartiste;;;;;;;;;x;;;;
FRA_conservative_4;Orléaniste;Orléaniste;Orléaniste;;Orléaniste;;;;;;;;;x;;;;
FRA_conservative_5;Royaliste;Royaliste;Royaliste;;Royaliste;;;;;;;;;x;;;;
FRA_conservative_6;Consul;;;;;;x
FRA_fascist;Fascists;Fascistes;Faschisten;;Fascistas;;;;;;;;;x;;;;
FRA_liberal;Orléaniste;Orléaniste;Orléaniste;;Orléaniste;;;;;;;;;x;;;;
FRA_liberal_2;Libéral;Libéral;Libéral;;Libéral;;;;;;;;;x;;;;
FRA_liberal_3;Opportunistes;Opportunistes;Opportunistes;;Opportunistes;;;;;;;;;x;;;;
FRA_reactionary;Légitimiste;Légitimiste;Légitimiste;;Légitimiste;;;;;;;;;x;;;;
FRA_reactionary_2;Droite nationaliste;Droite nationaliste;Droite nationaliste;;Droite nationaliste;;;;;;;;;x;;;;
FRA_socialist;Républicain démocratique;Républicain démocratique;Républicain démocratique;;Républicain démocratique;;;;;;;;;x;;;;
FRA_socialist_2;Possibilistes;Possibilistes;Possibilistes;;Possibilistes;;;;;;;;;x;;;;
FRA_socialist_3;SFIO;SFIO;SFIO;;SFIO;;;;;;;;;x;;;;
FRM_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x;;;;
FRM_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x;;;;
FRM_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x;;;;
FRM_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x;;;;
FRM_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x;;;;
FRM_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x;;;;
FRM_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x;;;;
FRM_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x;;;;
FRM_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x;;;;
FRM_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x;;;;
FRM_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x;;;;
FRM_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x;;;;
FRM_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x;;;;
GCO_anarcho_liberal;Partido Radical;Parti radical;Partido Radical;;Partido Radical;;;;;;;;;x
GCO_communist;Partido Communist;Parti communiste;Partido Communist;;Partido Comunista;;;;;;;;;x
GCO_conservative;Partido Centralista;Parti centraliste;Partido Zentralist;;Partido Centralista;;;;;;;;;x
GCO_conservative_2;Nuevo Partido Centralista;Nouveau parti centraliste;Nuevo Partido Zentralist;;Nuevo Partido Centralista;;;;;;;;;x
GCO_fascist;Partido Fascist;Parti fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x
GCO_liberal;Partido Federalista;Parti fédéraliste;Partido Föderalistische;;Partido Federalista;;;;;;;;;x
GCO_liberal_2;Nuevo Partido Federalista;Nouveau parti fédéraliste;Nuevo Partido Föderalistische;;Nuevo Partido Federalista;;;;;;;;;x
GCO_liberal_3;Partido Autonomista;Parti autonomiste;Partido Autonomist;;Partido Autonomista;;;;;;;;;x
GCO_reactionary;Partido Traditionalista;Parti traditionaliste;Partido Traditionalist;;Partido Traditionalista;;;;;;;;;x
GCO_socialist;Partido Socialista Revolucionario;Parti révolutionnaire socialiste;Partido Sozialistische Revolutionäre;;Partido Revolucionario Socialista;;;;;;;;;x
