forming_thirteen_colonies_7_desc;As we colonized the province that we named New Jersey we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_8_title;Ceding New York to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_8_desc;As we colonized the province that we named New York we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_9_title;Ceding Massachusetts to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_9_desc;As we colonized the province that we named Massachusetts we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_10_title;Ceding New England to Colonial Leadership;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_10_desc;As we colonized the province that we named New England we should cede it to our stabilized and functional colonial government with its Virginian capital.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_main_title;Forming the Thirteen Colonies;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forming_thirteen_colonies_main_desc;As we colonized most of the free areas to the Eastern coast of the new land our original colonial government became overwhelmed with the control of this huge colony so we should try to implement some changes and redesign it, so it can fulfill its purpose in a way more effective way, also allowing it free expansion towards the west.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_transcaucasia_title;Unite Transcaucasia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_transcaucasia_desc;Small Caucasian nations were at old bloody war with each other, but when they found themselves caught between two empires - the Russian and Ottoman, the peoples of the Caucasus at an accelerated pace began to seek a compromise that would accept all. Now, when we control most of our mountains, one Transcaucasian state can materialize from a dream into reality.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_turkestan_title; Establish a unified Turkestan;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_turkestan_desc; Turkic peoples of Central Asia have long been separated, revealing a tasty morsel for the supergiants such as the Russian Empire and China, but now we have the hope of independence and prosperity - a single Turkestan state.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_union_latinoamericana_title; Latin American Union;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_union_latinoamericana_desc; Latin American nations have a common history of origin of the Iberian peoples, but because of the petty interests of corrupt politicians and the interference of third countries, they were separated for a long time. But today - a historic day and the Simon Bolivar's dream finally realized. As time passed separatism! Ur Union! Viva la union latinoamericana!;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_united_kingdom_title;Form the United Kingdom;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_united_kingdom_desc;Being in control of Great Britain we can now unite this island.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
form_yugoslavia_title;Form Yugoslavia;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
form_yugoslavia_desc;The Slavic peoples of the Balkans must be united under a single banner: ours. It is the only way to keep us free of rule from European powers.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
restore_pbc_title; Peru-Bolivian Confederation;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restore_pbc_desc; After the collapse of Peru-Bolivian Confederation, during the XIX century, Peru and Bolivia were many internecine wars in order to restore it, but under his control. However, not one of them failed. But now, when ever an acute danger of being enslaved by other countries, Peruvians and Bolivians cast aside their feud and remember that they - the southern andtsy! Long live the new Peru-Bolivian Confederation!;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
push_the_ottomans_back_title;The Greeks bow to our Emperor and Unite!;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
push_the_ottomans_back_desc;Many years have passed since the fall of Constantinople to the Ottomans in 1453. After the fall and the death of Konstantinos Paleologos his brothers managed to keep their home castle in Mystras and the land gone with it as vassals and allies of the Sultan. Konstantinos Paleologos is the Emperor now. He is great great great grand son of the last Emperor! He aims to unite the greeks under his banner reinforce their byzantine identity and ultimately claim their rights upon the greek Provinces !! This is not going to be unanswered by the Ottomans. But for know the Turks are busy elsewhere.;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reclaim_the_old_glory_title;Constantinople Should Be OUR CAPITAL !;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reclaim_the_old_glory_desc;The Byzantine Empire has grown in importance and territories the last years. Alas the glorious Emperor Konstantinos Paleologos that took back the greek lands from the Ottomans has long been dead. But his dream isn't! The byzantine-greek nation that he created feels now strong enough to reclaim its rightfull capital Kwnstantinoupolis. And that's not all ! Manouil Komnhnos, a descendant of that old Emperor with the same name wants the Byzantine Empire to reclaim all the provinces that his great great great grand father lost to the Seljuk Turks. That is Mikra Asia! To acomplish that he decides to move the capital to Salonika, previously the second in importance city of the Ottoman Empire and much closer to Kwnstantinoupolis than Mystras. He thinks that this is a symbolic as well as a practical decision. This way he will be able to control the war operations to recapture Kwnstantinoupolis. Furthermore he will be to influence the population of Thrace if they are to assist him in his plan to ceize Kwnstantinopolis from the Otomans. Fortunately the people Mikra Asia are fed up with Ottoman oppression and stories about the good old days of the Byzantine Emperors are told. As of today they accept Manouil as their saviour and the Byzantine banner as their flag !;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasileios_voulgaroktonos_title;The Slavs of the Balkans bow to our Emperor!;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vasileios_voulgaroktonos_desc;The glorious Emperor Manouil Komnhnos that took back Kwnstantinoupolis from the Ottomans is dead. Unfortunately he didn’t see his dream materialised. Vasileios from the house of Makedwns is now Emperor. And he has decided to follow the steps of his predecesor. He decides to move the capital to Kwnstantinoupolis and bring the city to its former glory. A palace will be built upon the place where the old sacred palace of the ancient Byzantine Emperors lied. Aquedacts, Ipodromos, and other great projects will be undertaken. His goal is to show the splendor of the Byzantine empire and make everybody have no dought that the Byzantine ownership of Kwnstantinoupolis is not temporary. But he also has something else in his mind. For centuries the Slav people of the Balkans are oppresed by the Ottomans. Vasileios, as his anchestor with the same name in 11th century, feels that he has to help the Orthodox Slavs to realize their Orthodox identity. Vasileios sent missionaries, organized  cultural events and had an intense diplomatic activity, including briberies and mariages. The result is that the Slavs have reconfirmed their Orthodox identity and realized that they are more Byzantines than subjects to the Sultan. Today is a glorious day for the Byzantine Empire!  The Slavs decided to accept Vasileio as their saviour and the byzantine banner as their flag !! ;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastern_empire_title;The Eastern Empire Issue;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastern_empire_desc;Many years have passed since Emperor Vasileios from the house of Makedwns annexed the Balkans. The Byzantine Empire is one of the greatest Empires in the world, in terms of territories, population, production and money. The Ottomans are falling apart with continues national, social or political rebelions. A debate has risen among the scholars of the Empire. The Eastern Roman Empire, containing among others Egypt, the coast of the middle east and Anatolia as far as Armenia,  is lost for almost 1000 years. But there is a lot of land, raw material and  workforce (or else conscriptable population), there for a thriving Emprire like ours to let go. The past several years all the Emperors tried to make a bond with all these different people. The main obstacle was the cultural differences and religion. Konstantinos, our current Emperor, thought of something clever. The bond doesn't have to be religious or cultural. It will just be military! As long as our mighty army is able to protect their properties, land and their way of life, they should accept our dominion. This way he persuaded the people that live in the territories of the former Eastern Roman Empire, to bow to him and accept the Byzantine banner as their flag !!;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
western_empire_title;The Western Empire Issue;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
western_empire_desc;Many years have passed and the Byzantine Empire is now the greatest empire on Earth. At least in terms of prestige and culture. Byzantine Empire owns all the eastern mediteranean territories. Our people now share the dream of our new Emperor Ioustinianos. If there should be a nation to reclaim the glory and territories of the old Roman Empire, it is our nation. The people of the Italian and Iberian peninula, as wel as the muslims of the north africa would be delighted to belong in the greatest empire on earth. As of today they accept Ioustinianos as their saviour and the byzantine banner as their flag. The people of Rome secede their land to our Emperor in order for the new capital to be rebuilt !! Great projects are undertaken, like the new palace and Ippodromos. Colloseum is rebuilt !! That much splendor was not to be seen even in the old Rome !!;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
